lat,long,altitude,labels,datetime,velocity,acceleration
39.892253000000004,116.45496599999998,-79,car,2009-09-11 05:00:34,16.608825840201344,7.770375310762891
39.892195,116.45478700000001,-89,car,2009-09-11 05:00:35,24.379201150964235,-20.077863691340326
39.892163000000004,116.45450500000001,-26,car,2009-09-11 05:00:36,4.301337459623907,4.2480323891397
39.89229,116.454872,-90,car,2009-09-11 05:00:44,38.28559657274151,-9.432304496577064
39.892423,116.455285,-259,car,2009-09-11 05:00:45,28.853292076164447,-27.406661825885095
39.892246,116.45503799999999,-184,car,2009-09-11 05:00:46,1.4466302502793515,0.20332649371136086
39.892265,116.455101,-156,car,2009-09-11 05:00:50,2.259936225124795,2.143425101958874
39.892204,116.455031,-142,car,2009-09-11 05:00:54,10.83363663296029,4.074301590715104
39.892049,116.455496,-13,car,2009-09-11 05:00:58,27.130842995820704,-12.508194928054387
39.89204,116.45581299999999,42,car,2009-09-11 05:00:59,14.622648067766317,-6.174682538820843
39.892053999999995,116.455983,11,car,2009-09-11 05:01:00,8.447965528945474,4.346719237353147
39.892021,116.45607199999999,32,car,2009-09-11 05:01:01,12.794684766298621,0.22882572946375745
39.891973,116.456208,39,car,2009-09-11 05:01:02,13.023510495762379,0.5772986920042431
39.891966,116.45636,36,car,2009-09-11 05:01:03,13.600809187766622,-2.135180782473297
39.891968,116.456519,38,car,2009-09-11 05:01:04,11.465628405293325,2.368735649982977
39.891971000000005,116.456653,50,car,2009-09-11 05:01:05,13.834364055276302,-1.9438580531004117
39.891959,116.456814,52,car,2009-09-11 05:01:06,11.89050600217589,0.43007170209060774
39.891957,116.456953,55,car,2009-09-11 05:01:07,12.320577704266498,1.1092007528493522
39.891954,116.45709699999999,55,car,2009-09-11 05:01:08,13.42977845711585,1.2464704724956839
39.891952,116.457254,58,car,2009-09-11 05:01:09,14.676248929611534,0.7204481967382428
39.891940999999996,116.457425,62,car,2009-09-11 05:01:10,15.396697126349776,-1.0034152135714773
39.891943,116.457605,69,car,2009-09-11 05:01:11,14.3932819127783,-0.32496715197081194
39.891959,116.45777199999999,77,car,2009-09-11 05:01:12,14.068314760807487,2.04362053885192
39.891942,116.457935,84,car,2009-09-11 05:01:13,16.111935299659407,-4.749845130712458
39.891965,116.45812099999999,93,car,2009-09-11 05:01:14,11.36209016894695,-1.017694333915271
39.891948,116.458252,100,car,2009-09-11 05:01:15,10.344395835031678,-1.8395755448892395
39.891985,116.45836299999999,102,car,2009-09-11 05:01:16,8.504820290142439,-0.18566950442355612
39.891964,116.45856,105,car,2009-09-11 05:01:18,8.133481281295326,3.8763510532767587
39.892009,116.45874099999999,121,car,2009-09-11 05:01:20,15.886183387848844,-2.105135152911652
39.892134999999996,116.45882900000001,135,car,2009-09-11 05:01:21,13.781048234937192,-5.120562891957595
39.892011,116.458822,138,car,2009-09-11 05:01:22,8.660485342979596,-3.1006971531092296
39.892069,116.45901,152,car,2009-09-11 05:01:24,2.459091036761137,-0.4089331185010461
39.892068,116.459125,167,car,2009-09-11 05:01:28,0.8233585627569528,-0.10166651111046543
39.892076,116.459172,180,car,2009-09-11 05:01:33,0.3150260072046257,0.05896443196730028
39.892072999999996,116.459154,181,car,2009-09-11 05:01:38,0.6098481670411271,-0.042409559702610136
39.892056,116.459126,184,car,2009-09-11 05:01:43,0.39780036852807643,0.5570977845092735
39.892043,116.45911000000001,187,car,2009-09-11 05:01:48,3.1832892910744435,0.547743928830469
39.892016999999996,116.459255,184,car,2009-09-11 05:01:52,5.374265006396319,1.2506898078019337
39.892007,116.45938000000001,182,car,2009-09-11 05:01:54,7.875644622000187,0.8369172310507653
39.892001,116.45956399999999,182,car,2009-09-11 05:01:56,9.549479084101717,0.6990682602724716
39.891992,116.459787,180,car,2009-09-11 05:01:58,10.94761560464666,0.7744881206476251
39.891992,116.459915,182,car,2009-09-11 05:01:59,11.722103725294286,0.5944649401402433
39.891989,116.460052,181,car,2009-09-11 05:02:00,12.316568665434529,0.781024426328063
39.891988,116.460196,183,car,2009-09-11 05:02:01,13.097593091762592,0.29299009085845107
39.891993,116.460349,185,car,2009-09-11 05:02:02,13.390583182621043,-0.428172641471777
39.891976,116.460504,183,car,2009-09-11 05:02:03,12.962410541149266,0.430717217831484
39.891966,116.460655,179,car,2009-09-11 05:02:04,13.39312775898075,1.584620280889773
39.891937,116.460807,170,car,2009-09-11 05:02:05,14.977748039870523,1.3615566728611377
39.891932000000004,116.460982,167,car,2009-09-11 05:02:06,16.33930471273166,-0.8570863252278684
39.891935,116.461173,166,car,2009-09-11 05:02:07,15.482218387503792,0.34207930272391884
39.891933,116.461354,167,car,2009-09-11 05:02:08,15.824297690227711,-0.6853772805249552
39.891931,116.46153899999999,168,car,2009-09-11 05:02:09,15.138920409702756,-1.26850406455471
39.89193,116.461716,168,car,2009-09-11 05:02:10,13.870416345148046,-0.47445546931076343
39.891915000000004,116.461877,166,car,2009-09-11 05:02:11,13.395960875837282,-0.981926968820952
39.891892999999996,116.46203100000001,163,car,2009-09-11 05:02:12,12.41403390701633,-0.085441317533828
39.891888,116.462176,164,car,2009-09-11 05:02:13,12.328592589482502,-0.18153246591484695
39.891883,116.46231999999999,165,car,2009-09-11 05:02:14,12.147060123567655,0.5130880000589002
39.891884999999995,116.46246200000002,169,car,2009-09-11 05:02:15,12.660148123626556,-1.1004781486199082
39.891883,116.46261000000001,170,car,2009-09-11 05:02:16,11.559669975006647,0.4163615106961682
39.891888,116.462745,172,car,2009-09-11 05:02:17,11.976031485702816,0.09164434954270106
39.891890000000004,116.46288500000001,175,car,2009-09-11 05:02:18,12.067675835245517,0.2484092593242142
39.891894,116.463026,177,car,2009-09-11 05:02:19,12.31608509456973,0.2565851067192071
39.891894,116.46316999999999,179,car,2009-09-11 05:02:20,12.572670201288938,0.07040412623707581
39.891894,116.46331699999999,180,car,2009-09-11 05:02:21,12.643074327526014,-0.23698586478603367
39.891882,116.46346399999999,181,car,2009-09-11 05:02:22,12.40608846273998,-0.07714097393009389
39.891878999999996,116.463609,183,car,2009-09-11 05:02:23,12.328947488809886,0.5092408167472442
39.891865,116.463752,180,car,2009-09-11 05:02:24,12.83818830555713,0.3336567871007574
39.891851,116.463901,180,car,2009-09-11 05:02:25,13.171845092657888,0.17105084673168136
39.89185,116.464055,179,car,2009-09-11 05:02:26,13.34289593938957,-0.5131520578620687
39.891851,116.464211,181,car,2009-09-11 05:02:27,12.8297438815275,-1.0221223663817405
39.89185,116.46436100000001,183,car,2009-09-11 05:02:28,11.80762151514576,-0.8549177190002251
39.891853000000005,116.464499,181,car,2009-09-11 05:02:29,10.952703796145535,-0.5158744887857445
39.891856,116.46462700000001,184,car,2009-09-11 05:02:30,10.43682930735979,-0.7719592094148258
39.891858,116.464749,185,car,2009-09-11 05:02:31,9.664870097944965,-0.4062527071844828
39.891859000000004,116.464975,191,car,2009-09-11 05:02:33,8.852364683575999,-0.7698427727690875
39.89186,116.46518200000001,194,car,2009-09-11 05:02:35,7.312679138037824,-0.6138700980180829
39.89186,116.46535300000001,199,car,2009-09-11 05:02:37,6.084938942001658,-1.0666313107248184
39.891867,116.46549499999999,205,car,2009-09-11 05:02:39,3.9516763205520213,-0.908328412032847
39.891877,116.46563300000001,213,car,2009-09-11 05:02:42,1.2266910844534802,-0.24533821689069604
39.891889,116.465703,219,car,2009-09-11 05:02:47,0.0,0.09343644732264621
39.891889,116.465703,219,car,2009-09-11 05:02:50,0.2803093419679386,-0.062382463640929434
39.891884999999995,116.465699,221,car,2009-09-11 05:02:52,0.15554441468607974,0.02705041455058372
39.891886,116.46569,222,car,2009-09-11 05:02:57,0.29079648743899833,-0.03380299896620784
39.891886,116.465673,223,car,2009-09-11 05:03:02,0.12178149260795915,-0.02435629852159183
39.891887,116.46566599999998,224,car,2009-09-11 05:03:07,0.0,0.0875074511171884
39.891887,116.46566599999998,224,car,2009-09-11 05:03:10,0.2625223533515652,0.23667841222899336
39.891888,116.46566000000001,225,car,2009-09-11 05:03:12,0.7358791778095519,0.7215323615128486
39.891887,116.465703,228,car,2009-09-11 05:03:17,4.343540985373795,0.633425566410633
39.891895,116.465855,232,car,2009-09-11 05:03:20,6.243817684605694,1.1014158912714866
39.891894,116.466001,236,car,2009-09-11 05:03:22,8.446649467148667,0.2916436541744334
39.891883,116.46619799999999,238,car,2009-09-11 05:03:24,9.029936775497534,0.5558836346257392
39.891866,116.466408,231,car,2009-09-11 05:03:26,10.141704044749012,1.2357422867610364
39.891857,116.466526,229,car,2009-09-11 05:03:27,11.377446331510049,0.8536205084129662
39.891859000000004,116.466659,230,car,2009-09-11 05:03:28,12.231066839923015,0.8547800388632893
39.89186,116.466802,230,car,2009-09-11 05:03:29,13.085846878786304,-0.6797544540365443
39.89186,116.466955,231,car,2009-09-11 05:03:30,12.40609242474976,0.339576194277587
39.891857,116.4671,232,car,2009-09-11 05:03:31,12.745668619027347,0.5186739261624727
39.891855,116.467249,233,car,2009-09-11 05:03:32,13.26434254518982,0.6878402187520987
39.891851,116.467404,234,car,2009-09-11 05:03:33,13.952182763941918,1.6063122695384386
39.891846,116.46756699999999,235,car,2009-09-11 05:03:34,15.558495033480357,-0.3279543355229855
39.891832,116.467748,220,car,2009-09-11 05:03:35,15.230540697957371,0.00809336523063564
39.891828000000004,116.467926,219,car,2009-09-11 05:03:36,15.238634063188007,-0.6644960061671199
39.891822,116.468104,214,car,2009-09-11 05:03:37,14.574138057020887,-0.5435142204727761
39.891813,116.468274,208,car,2009-09-11 05:03:38,14.030623836548111,-0.26009192629785893
39.89181,116.46843799999999,207,car,2009-09-11 05:03:39,13.770531910250252,0.17105165855497617
39.891809,116.468599,207,car,2009-09-11 05:03:40,13.941583568805228,0.4426364301794141
39.891808000000005,116.46876200000001,205,car,2009-09-11 05:03:41,14.384219998984642,0.15562212076287096
39.891802,116.46893,206,car,2009-09-11 05:03:42,14.539842119747513,-0.23545380491310297
39.891802,116.4691,206,car,2009-09-11 05:03:43,14.30438831483441,-0.6180277803973802
39.891795,116.46926699999999,206,car,2009-09-11 05:03:44,13.68636053443703,-1.1092598777704303
39.891793,116.469427,205,car,2009-09-11 05:03:45,12.5771006566666,-2.0574231734195685
