lat,long,altitude,labels,datetime,velocity,acceleration
39.9918433,116.46240829999999,157.5,taxi,2008-06-15 07:41:48,2.823766302993967,1.983238621201357
39.9918583,116.46238159999999,157.5,taxi,2008-06-15 07:41:49,4.807004924195324,-1.2309893342750526
39.9919299,116.46244490000001,157.5,taxi,2008-06-15 07:41:51,2.3450262556452186,0.35026792061631773
39.99195,116.4623966,157.5,taxi,2008-06-15 07:41:53,3.045562096877854,-0.84167509220385
39.9919816,116.46233829999998,157.5,taxi,2008-06-15 07:41:55,1.3622119124701542,1.2850122186377333
39.9920049,116.4623483,157.5,taxi,2008-06-15 07:41:57,3.932236349745621,0.2959975463309428
39.992025,116.46243659999999,157.5,taxi,2008-06-15 07:41:59,4.5242314424075065,-1.3510076344817827
39.9920583,116.46253329999999,157.5,taxi,2008-06-15 07:42:01,1.822216173443941,0.7563641866783084
39.9920849,116.46255829999998,157.5,taxi,2008-06-15 07:42:03,3.334944546800558,-0.8435345819771284
39.9920516,116.46249329999999,157.5,taxi,2008-06-15 07:42:05,1.647875382846301,-0.03488325810711501
39.992036600000006,116.46252659999999,157.5,taxi,2008-06-15 07:42:07,1.578108866632071,-0.37931981835309636
39.992020000000004,116.46255659999998,157.5,taxi,2008-06-15 07:42:09,0.8194692299258783,-0.08293682145185854
39.9920083,116.4625683,157.5,taxi,2008-06-15 07:42:11,0.6535955870221613,0.21477931557073326
39.9919966,116.4625666,157.5,taxi,2008-06-15 07:42:13,1.0831542181636278,1.1634424561750363
39.9919999,116.4625916,157.5,taxi,2008-06-15 07:42:15,3.4100391305137006,-0.07278286127801947
39.9920316,116.46266000000001,157.5,taxi,2008-06-15 07:42:17,3.2644734079576616,0.7614081288600285
39.99204829999999,116.46273329999998,157.5,taxi,2008-06-15 07:42:19,4.787289665677719,0.9537185535927049
39.9920216,116.46283989999999,157.5,taxi,2008-06-15 07:42:21,6.694726772863128,-0.43976253560874845
39.99197,116.46298159999999,157.5,taxi,2008-06-15 07:42:23,5.815201701645631,-0.9589851475569893
39.9919316,116.46310829999999,157.5,taxi,2008-06-15 07:42:25,3.897231406531653,-0.6077278936169785
39.9918916,116.46318329999998,157.5,taxi,2008-06-15 07:42:27,2.681775619297696,0.5586221904535398
39.9918499,116.46315159999999,157.5,taxi,2008-06-15 07:42:29,3.7990200002047754,0.4156202421122974
39.9917933,116.46310159999999,157.5,taxi,2008-06-15 07:42:31,4.63026048442937,0.8905221747238476
39.99174,116.46318500000001,157.5,taxi,2008-06-15 07:42:33,6.4113048338770655,-0.35027628460368687
39.9916466,116.4632733,157.5,taxi,2008-06-15 07:42:35,5.710752264669692,1.1210237998271242
39.9915783,116.4633733,157.5,taxi,2008-06-15 07:42:37,7.95279986432394,-2.537901134237484
39.9914666,116.4634899,157.5,taxi,2008-06-15 07:42:39,2.8769975958489717,-0.20731416926181234
39.9914249,116.46352990000001,157.5,taxi,2008-06-15 07:42:41,2.462369257325347,0.2834242229852284
39.991383299999995,116.46350990000002,157.5,taxi,2008-06-15 07:42:43,3.029217703295804,1.280791069594739
39.9913333,116.4635383,157.5,taxi,2008-06-15 07:42:45,5.590799842485282,-1.4213761085080123
39.991268299999994,116.46363829999999,157.5,taxi,2008-06-15 07:42:47,2.7480476254692574,1.5320181016556447
39.9913149,116.46366,157.5,taxi,2008-06-15 07:42:49,5.812083828780547,-0.4159680855299988
39.991465000000005,116.4636,157.5,taxi,2008-06-15 07:42:52,4.56417957219055,-0.03756239478191992
39.991538299999995,116.46355159999999,157.5,taxi,2008-06-15 07:42:54,4.48905478262671,-0.3091659761359993
39.9915533,116.4634483,157.5,taxi,2008-06-15 07:42:56,3.870722830354712,-1.3997394227850442
39.991545,116.46335829999998,157.5,taxi,2008-06-15 07:42:58,1.0712439847846236,0.11304469817397012
39.9915466,116.46338329999999,157.5,taxi,2008-06-15 07:43:00,1.2973333811325638,-0.44917728884518554
39.9915549,116.46335490000001,157.5,taxi,2008-06-15 07:43:02,0.3989788034421927,-0.010948059615846606
39.9915516,116.46334660000001,157.5,taxi,2008-06-15 07:43:04,0.3770826842104995,0.16380627309282753
39.99157329999999,116.46340159999998,157.5,taxi,2008-06-15 07:43:18,2.6703705075100848,0.4420070984207365
39.9915399,116.4634466,157.5,taxi,2008-06-15 07:43:20,3.5543847043515577,0.8209565085754085
39.9915016,116.46351329999999,157.5,taxi,2008-06-15 07:43:22,5.196297721502375,0.04703144612092869
39.9914566,116.46361999999999,157.5,taxi,2008-06-15 07:43:24,5.290360613744232,-0.1783000758560478
39.9914283,116.46373829999999,157.5,taxi,2008-06-15 07:43:26,4.9337604620321365,0.7203904109138324
39.9913816,116.4638366,157.5,taxi,2008-06-15 07:43:28,6.374541283859801,0.7076593661550268
39.99131,116.4639533,157.5,taxi,2008-06-15 07:43:30,7.789860016169855,0.3190780804040343
39.9912449,116.4641149,157.5,taxi,2008-06-15 07:43:32,8.428016176977923,0.9227187339841656
39.991161600000005,116.46427990000001,157.5,taxi,2008-06-15 07:43:34,10.273453644946255,0.5981773187996495
39.991043299999994,116.4644649,157.5,taxi,2008-06-15 07:43:36,11.469808282545554,0.8129926038374942
39.9909099,116.46467,157.5,taxi,2008-06-15 07:43:38,13.095793490220542,0.267671875196634
39.9906833,116.4650233,157.5,taxi,2008-06-15 07:43:41,13.898809115810444,0.06194721055821617
39.990438299999994,116.4653933,157.5,taxi,2008-06-15 07:43:44,14.084650747485092,-0.1528346392340083
39.9901916,116.46576999999999,157.5,taxi,2008-06-15 07:43:47,13.626146829783067,0.6480249174316371
39.9899549,116.4661366,157.5,taxi,2008-06-15 07:43:50,15.570221582077979,-0.23271244850684583
39.98969829999999,116.46656999999999,160.8,taxi,2008-06-15 07:43:53,14.872084236557441,-0.6669613781601557
