lat,long,altitude,labels,datetime,velocity,acceleration
39.991009999999996,116.45095900000001,95,taxi,2009-07-12 10:34:59,0.33543670275534776,0.5380655250876069
39.990997,116.450949,96,taxi,2009-07-12 10:35:04,3.025764328193382,0.6316538441614917
39.990888,116.45095,95,taxi,2009-07-12 10:35:08,5.552379704839349,0.7803106516804523
39.990788,116.450948,95,taxi,2009-07-12 10:35:10,7.1130010082002535,0.4407397580254173
39.990660999999996,116.45097,94,taxi,2009-07-12 10:35:12,7.994480524251088,0.4998576644653303
39.990517,116.45097,94,taxi,2009-07-12 10:35:14,8.994195853181749,0.5060171344213389
39.990355,116.45096799999999,94,taxi,2009-07-12 10:35:16,10.006230122024427,0.09826528541582213
39.990265,116.450962,94,taxi,2009-07-12 10:35:17,10.104495407440249,-0.16361037930442635
39.990173999999996,116.450961,94,taxi,2009-07-12 10:35:18,9.940885028135822,0.19901245244263688
39.989995,116.45096699999999,94,taxi,2009-07-12 10:35:20,10.338909933021096,0.2314669008968906
39.989902,116.450973,94,taxi,2009-07-12 10:35:21,10.570376833917987,0.11080453398169787
39.989807,116.450981,94,taxi,2009-07-12 10:35:22,10.681181367899685,0.005803060710020347
39.989711,116.45098899999999,94,taxi,2009-07-12 10:35:23,10.686984428609705,0.4325422352304997
39.989615,116.450998,94,taxi,2009-07-12 10:35:24,11.119526663840205,0.5544071515299791
39.989515000000004,116.45100500000001,94,taxi,2009-07-12 10:35:25,11.673933815370184,0.10346002795823672
39.98941,116.451012,94,taxi,2009-07-12 10:35:26,11.77739384332842,0.5580760699760301
39.989304,116.451017,95,taxi,2009-07-12 10:35:27,12.33546991330445,0.7710452417725779
39.989193,116.45102299999999,95,taxi,2009-07-12 10:35:28,13.106515155077028,-0.3304178735489689
39.989075,116.451027,95,taxi,2009-07-12 10:35:29,12.77609728152806,0.10644364222931735
39.98896,116.451022,95,taxi,2009-07-12 10:35:30,12.882540923757377,-2.4875160598014645e-07
39.988844,116.451025,95,taxi,2009-07-12 10:35:31,12.882540675005771,-0.4323234943187142
39.988728,116.45102800000001,95,taxi,2009-07-12 10:35:32,12.450217180687057,-0.12273429110802958
39.988616,116.451035,96,taxi,2009-07-12 10:35:33,12.327482889579027,-0.0023673853553649593
39.988504999999996,116.45103799999998,97,taxi,2009-07-12 10:35:34,12.325115504223662,-0.3330952371283349
39.988394,116.45103700000001,97,taxi,2009-07-12 10:35:35,11.992020267095327,-1.2132200654429202
39.988285999999995,116.45103600000002,98,taxi,2009-07-12 10:35:36,10.778800201652407,-1.6735784875883528
39.988189,116.451031,98,taxi,2009-07-12 10:35:37,9.105221714064054,-1.2437523400481942
39.988025,116.45103300000001,98,taxi,2009-07-12 10:35:39,6.617717033967666,-0.3513010947535915
39.987906,116.45104199999999,100,taxi,2009-07-12 10:35:41,5.915114844460483,0.46649045119551147
39.9878,116.45102800000001,103,taxi,2009-07-12 10:35:43,6.848095746851506,0.6261256080542008
39.987685,116.45097,100,taxi,2009-07-12 10:35:45,8.100346962959907,0.003473258695620096
39.987552,116.450892,95,taxi,2009-07-12 10:35:47,8.107293480351148,0.583808987883808
